empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
CGE,Parque Solar,Coquimbo,RCA-6745,2015,Emisiones Atmosfericas,Mensual,Construccion,246,2,21.0,48465,Alta,96,Completado,Medio
Enel,Linea de Transmision,Biobio,RCA-6064,2017,Calidad de Aguas,Trimestral,Operacion,248,1,18.0,107649,Alta,85,Completado,Medio
Engie,Linea de Transmision,Coquimbo,RCA-6938,2011,Reforestacion,Trimestral,Construccion,23,0,32.0,78834,Baja,25,Pendiente,Alto
Enel,Parque Eolico,Atacama,RCA-4397,2012,Emisiones Atmosfericas,Mensual,Medio Ambiente,159,2,34.0,58950,Media,80,Completado,Bajo
CGE,Linea de Transmision,Atacama,RCA-9265,2025,Arqueologia,Semestral,Permisos,233,2,27.0,84689,Alta,85,Completado,Medio
Colbun,Subestacion,Metropolitana,RCA-2359,2016,Ruido,Mensual,Territorio,62,1,38.0,71675,Media,44,En Proceso,Bajo
Transelec,Central Hidroelectrica,Los Lagos,RCA-5853,2019,Ruido,Mensual,Permisos,285,0,30.0,108105,Media,98,Completado,Bajo
Colbun,Linea de Transmision,Valparaiso,RCA-2941,2021,Calidad de Aguas,Semestral,Operacion,49,0,33.0,128025,Alta,64,En Proceso,Medio
Engie,Linea de Transmision,Antofagasta,RCA-4148,2010,Calidad de Aguas,Mensual,Construccion,106,0,27.0,84812,Alta,70,En Proceso,Medio
AES Andes,Subestacion,Antofagasta,RCA-8933,2016,Calidad de Aguas,Trimestral,Operacion,52,0,23.0,70530,Alta,38,Pendiente,Alto
Transelec,Subestacion,Coquimbo,RCA-2285,2015,Ruido,Semestral,Permisos,54,1,19.0,115070,Media,71,En Proceso,Bajo
Engie,Parque Solar,Metropolitana,RCA-7474,2017,Arqueologia,Anual,,85,1,31.0,69881,Alta,52,En Proceso,Medio
CGE,Parque Eolico,Coquimbo,RCA-1770,2016,Calidad de Aguas,Semestral,Operacion,304,0,4.0,61829,Media,63,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-2843,2013,Ruido,Mensual,Medio Ambiente,63,0,19.0,105764,Alta,59,En Proceso,Medio
Engie,Parque Solar,Los Lagos,RCA-1073,2012,Calidad de Aguas,Trimestral,Medio Ambiente,165,1,38.0,95989,Alta,87,Completado,Medio
CGE,Parque Solar,Los Lagos,RCA-2660,2012,Calidad de Aguas,Mensual,Territorio,107,3,22.0,62147,Alta,84,Completado,Medio
Colbun,Linea de Transmision,Los Lagos,RCA-5349,2024,Emisiones Atmosfericas,Mensual,Medio Ambiente,338,0,9.0,82873,Alta,81,Completado,Medio
AES Andes,Parque Solar,Atacama,RCA-8102,2013,Calidad de Aguas,Mensual,Medio Ambiente,278,2,31.0,66402,Alta,84,Completado,Medio
CGE,Linea de Transmision,Valparaiso,RCA-9000,2025,Ruido,Mensual,Permisos,187,1,10.0,90105,Baja,85,Completado,Bajo
Enel,Subestacion,Metropolitana,RCA-4818,2024,Arqueologia,Semestral,Medio Ambiente,120,4,10.0,87608,Alta,88,Completado,Medio
CGE,Linea de Transmision,Atacama,RCA-1331,2018,Ruido,Mensual,Medio Ambiente,271,0,30.0,43043,Baja,100,Completado,Bajo
CGE,Subestacion,Valparaiso,RCA-2421,2018,Ruido,Trimestral,Permisos,168,5,10.0,76034,Media,91,Completado,Bajo
AES Andes,Subestacion,Metropolitana,RCA-8512,2022,Calidad de Aguas,Trimestral,Medio Ambiente,147,2,36.0,37908,Media,85,Completado,Bajo
Enel,Parque Eolico,Metropolitana,RCA-7890,2011,Emisiones Atmosfericas,Trimestral,Medio Ambiente,322,2,18.0,39432,Media,87,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-5931,2014,Residuos,Anual,Territorio,308,1,19.0,62660,Media,79,En Proceso,Bajo
Engie,Subestacion,Atacama,RCA-7025,2025,Reforestacion,Mensual,Medio Ambiente,98,4,23.0,60078,Baja,61,En Proceso,Bajo
CGE,Subestacion,Metropolitana,RCA-5408,2010,Residuos,Trimestral,Medio Ambiente,254,0,4.0,32256,Media,82,Completado,Bajo
Enel,Parque Eolico,Biobio,RCA-6113,2013,Residuos,Trimestral,Territorio,347,2,12.0,45335,Baja,98,Completado,Bajo
Enel,Parque Solar,Los Lagos,RCA-9419,2011,Ruido,Mensual,Permisos,310,0,24.0,36463,Alta,64,En Proceso,Medio
AES Andes,Parque Solar,Metropolitana,RCA-3881,2017,Calidad de Aguas,Trimestral,Medio Ambiente,320,3,13.0,56471,Alta,80,Completado,Medio
Colbun,Parque Eolico,Valparaiso,RCA-3865,2013,Reforestacion,Semestral,Operacion,244,0,4.0,88154,Alta,81,Completado,Medio
Engie,Central Hidroelectrica,Antofagasta,RCA-3575,2025,Residuos,Mensual,Permisos,63,3,27.0,111916,Alta,78,En Proceso,Medio
AES Andes,Subestacion,Coquimbo,RCA-7185,2014,Flora y Fauna,Mensual,Permisos,19,1,38.0,101444,Media,10,Pendiente,Alto
Transelec,Parque Solar,Los Lagos,RCA-9656,2020,Flora y Fauna,Mensual,Medio Ambiente,289,1,39.0,85848,Alta,89,Completado,Medio
Engie,Parque Eolico,Antofagasta,RCA-6741,2013,Flora y Fauna,Semestral,Territorio,207,0,8.0,84435,Alta,87,Completado,Medio
AES Andes,Central Hidroelectrica,Coquimbo,RCA-1277,2014,Arqueologia,Semestral,Permisos,241,2,26.0,72352,Media,95,Completado,Bajo
Engie,Central Hidroelectrica,Atacama,RCA-1065,2014,Calidad de Aguas,Trimestral,Territorio,300,0,34.0,72502,Media,76,En Proceso,Bajo
Colbun,Subestacion,Atacama,RCA-5262,2014,Ruido,Trimestral,Operacion,291,2,9.0,109613,Alta,80,Completado,Medio
Transelec,Linea de Transmision,Metropolitana,RCA-6704,2020,Ruido,Semestral,Territorio,77,1,10.0,90462,Baja,66,En Proceso,Bajo
Colbun,Subestacion,Biobio,RCA-9594,2012,Calidad de Aguas,Semestral,Construccion,218,3,1.0,79982,Media,95,Completado,Bajo
Transelec,Parque Eolico,Atacama,RCA-8989,2016,Emisiones Atmosfericas,Semestral,Territorio,15,1,8.0,31114,Alta,24,Pendiente,Alto
CGE,Subestacion,Metropolitana,RCA-7255,2012,Reforestacion,Semestral,Permisos,341,2,10.0,93210,Media,83,Completado,Bajo
AES Andes,Subestacion,Los Lagos,RCA-8441,2011,Emisiones Atmosfericas,Trimestral,Territorio,229,2,25.0,93533,Alta,89,Completado,Medio
Transelec,Parque Eolico,Antofagasta,RCA-5692,2012,Arqueologia,Trimestral,Territorio,322,1,31.0,59502,Media,94,Completado,Bajo
Colbun,Subestacion,Atacama,RCA-5419,2020,Calidad de Aguas,Semestral,Construccion,207,1,39.0,80659,Alta,80,Completado,Medio
Engie,Central Hidroelectrica,Antofagasta,RCA-8960,2012,Emisiones Atmosfericas,Anual,Construccion,235,0,3.0,71659,Alta,65,En Proceso,Medio
Transelec,Subestacion,Antofagasta,RCA-7078,2017,Reforestacion,Mensual,Medio Ambiente,55,2,39.0,61543,Media,50,En Proceso,Bajo
AES Andes,Subestacion,Biobio,RCA-2437,2013,Arqueologia,Mensual,Permisos,61,3,38.0,85255,Media,37,Pendiente,Alto
Transelec,Subestacion,Atacama,RCA-9620,2012,Residuos,Anual,Medio Ambiente,136,0,35.0,47976,Media,64,En Proceso,Bajo
Enel,Parque Eolico,Antofagasta,RCA-8032,2019,Residuos,Mensual,Construccion,284,0,8.0,125971,Baja,99,Completado,Bajo
Engie,Linea de Transmision,Biobio,RCA-6731,2025,Arqueologia,Semestral,Territorio,301,4,1.0,88280,Alta,69,En Proceso,Medio
AES Andes,Linea de Transmision,Biobio,RCA-4378,2014,Calidad de Aguas,Mensual,Construccion,309,2,5.0,72255,Media,90,Completado,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-9584,2013,Residuos,Mensual,Operacion,229,0,27.0,98972,Alta,89,Completado,Medio
CGE,Linea de Transmision,Biobio,RCA-7347,2018,Calidad de Aguas,Mensual,Territorio,178,1,26.0,94593,Alta,80,Completado,Medio
Colbun,Parque Solar,Atacama,RCA-7401,2017,Emisiones Atmosfericas,Mensual,Medio Ambiente,296,0,26.0,56380,Alta,95,Completado,Medio
CGE,Parque Solar,Atacama,RCA-7629,2020,Residuos,Mensual,Territorio,270,1,11.0,62372,Alta,86,Completado,Medio
AES Andes,Subestacion,Coquimbo,RCA-5541,2025,Reforestacion,Trimestral,Operacion,251,0,34.0,17816,Baja,97,Completado,Bajo
Engie,Parque Solar,Antofagasta,RCA-8876,2016,Reforestacion,Semestral,,82,1,2.0,48197,Media,64,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-9533,2024,Emisiones Atmosfericas,Anual,Permisos,139,1,21.0,91671,Alta,91,Completado,Medio
Transelec,Parque Solar,Atacama,RCA-9324,2017,Reforestacion,Trimestral,Permisos,144,1,26.0,79581,Media,85,Completado,Bajo
Engie,Subestacion,Antofagasta,RCA-1264,2022,Calidad de Aguas,Trimestral,Permisos,346,2,12.0,62668,Media,63,En Proceso,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-2434,2014,Calidad de Aguas,Trimestral,Construccion,257,1,9.0,83675,Media,86,Completado,Bajo
Transelec,Linea de Transmision,Biobio,RCA-6327,2013,Reforestacion,Trimestral,Permisos,180,0,23.0,61702,Alta,95,Completado,Medio
Transelec,Parque Solar,Metropolitana,RCA-6097,2016,Flora y Fauna,Trimestral,Operacion,64,4,5.0,38729,Media,66,En Proceso,Medio
Transelec,Linea de Transmision,Atacama,RCA-2660,2010,Arqueologia,Mensual,Construccion,356,2,9.0,51331,Media,86,Completado,Bajo
Colbun,Linea de Transmision,Biobio,RCA-6692,2015,Ruido,Mensual,Permisos,258,2,10.0,132376,Media,65,En Proceso,Bajo
Colbun,Linea de Transmision,Biobio,RCA-3354,2024,Arqueologia,Mensual,Medio Ambiente,12,4,10.0,71201,Baja,17,Pendiente,Alto
Enel,Linea de Transmision,Biobio,RCA-9457,2017,Reforestacion,Mensual,Construccion,111,0,14.0,72640,Media,85,Completado,Bajo
CGE,Parque Eolico,Biobio,RCA-7461,2016,Calidad de Aguas,Semestral,Construccion,175,0,36.0,88081,Alta,83,Completado,Medio
Engie,Linea de Transmision,Biobio,RCA-8044,2011,Calidad de Aguas,Mensual,Territorio,62,2,,99470,Media,36,Pendiente,Medio
Engie,Central Hidroelectrica,Atacama,RCA-6497,2023,Arqueologia,Semestral,Permisos,341,1,37.0,69352,Media,73,En Proceso,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-5549,2022,Calidad de Aguas,Anual,Medio Ambiente,346,2,38.0,102735,Media,72,En Proceso,Bajo
Enel,Parque Solar,Valparaiso,RCA-7334,2023,Emisiones Atmosfericas,Anual,Operacion,294,2,22.0,69495,Alta,85,Completado,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-7010,2016,Residuos,Anual,Construccion,88,1,23.0,74735,Media,72,En Proceso,Bajo
AES Andes,Subestacion,Biobio,RCA-5926,2022,Calidad de Aguas,Mensual,Operacion,121,0,16.0,62950,Media,61,En Proceso,Bajo
AES Andes,Parque Eolico,Biobio,RCA-7065,2015,Reforestacion,Trimestral,Operacion,204,0,11.0,94221,Alta,82,Completado,Medio
Enel,Subestacion,Coquimbo,RCA-3179,2022,Reforestacion,Mensual,Operacion,26,0,35.0,40456,Media,27,Pendiente,Alto
AES Andes,Linea de Transmision,Los Lagos,RCA-5967,2014,Arqueologia,Semestral,Territorio,223,1,20.0,80723,Media,60,En Proceso,Bajo
Engie,Parque Solar,Los Lagos,RCA-1634,2013,Arqueologia,Semestral,Operacion,230,0,,89805,Media,91,Completado,Bajo
CGE,Parque Eolico,Atacama,RCA-4631,2010,Arqueologia,Semestral,Permisos,275,2,5.0,100630,Alta,71,En Proceso,Medio
Transelec,Parque Eolico,Antofagasta,RCA-5677,2022,Reforestacion,Trimestral,Permisos,106,2,36.0,88657,Media,94,Completado,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-3218,2011,Flora y Fauna,Semestral,Medio Ambiente,149,2,13.0,52001,Media,85,Completado,Bajo
Colbun,Parque Solar,Metropolitana,RCA-2389,2024,Reforestacion,Mensual,Medio Ambiente,151,4,17.0,89427,Alta,90,Completado,Medio
Enel,Linea de Transmision,Antofagasta,RCA-5276,2016,Emisiones Atmosfericas,Mensual,Operacion,265,2,26.0,93502,Alta,71,En Proceso,Medio
Colbun,Linea de Transmision,Atacama,RCA-2249,2019,Reforestacion,Semestral,Operacion,283,0,20.0,91226,Alta,88,Completado,Medio
Engie,Central Hidroelectrica,Metropolitana,RCA-8640,2012,Emisiones Atmosfericas,Trimestral,Territorio,343,1,39.0,69014,Media,64,En Proceso,Bajo
AES Andes,Linea de Transmision,Los Lagos,RCA-6712,2014,Reforestacion,Anual,Operacion,18,1,33.0,71186,Media,34,Pendiente,Alto
Engie,Linea de Transmision,Coquimbo,RCA-2245,2017,Reforestacion,Mensual,Operacion,270,6,30.0,99894,Media,66,En Proceso,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-9245,2022,Flora y Fauna,Semestral,Operacion,291,1,16.0,75052,Media,75,En Proceso,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-1442,2022,Emisiones Atmosfericas,Trimestral,Construccion,145,0,7.0,51149,Alta,91,Completado,Medio
AES Andes,Parque Eolico,Valparaiso,RCA-7976,2017,Flora y Fauna,Semestral,Construccion,297,1,30.0,64764,Media,76,En Proceso,Bajo
CGE,Parque Solar,Atacama,RCA-5675,2015,Emisiones Atmosfericas,Semestral,Territorio,35,1,2.0,112287,Alta,50,En Proceso,Medio
Enel,Parque Eolico,Antofagasta,RCA-8953,2014,Flora y Fauna,Anual,Territorio,175,2,180.0,41408,Media,86,Completado,Bajo
CGE,Linea de Transmision,Metropolitana,RCA-5377,2022,Flora y Fauna,Mensual,Permisos,359,1,,107506,Alta,99,Completado,Medio
Transelec,Subestacion,Atacama,RCA-8058,2011,Emisiones Atmosfericas,Anual,Territorio,209,2,3.0,75603,Alta,74,En Proceso,Medio
CGE,Subestacion,Coquimbo,RCA-1822,2018,Flora y Fauna,Mensual,,295,0,8.0,41860,Media,82,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-3939,2010,Reforestacion,Mensual,Operacion,115,0,26.0,94803,Media,67,En Proceso,Bajo
Transelec,Subestacion,Atacama,RCA-8096,2020,Emisiones Atmosfericas,Trimestral,Territorio,72,1,11.0,57209,Alta,54,En Proceso,Medio
CGE,Central Hidroelectrica,Coquimbo,RCA-6765,2011,Flora y Fauna,Semestral,Territorio,187,0,21.0,77344,Alta,70,En Proceso,Medio
Enel,Linea de Transmision,Biobio,RCA-2031,2022,Reforestacion,Trimestral,Territorio,200,0,5.0,29066,Media,80,Completado,Bajo
AES Andes,Linea de Transmision,Coquimbo,RCA-1562,2010,Reforestacion,Semestral,Permisos,130,2,26.0,108633,Media,69,En Proceso,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-1340,2021,Arqueologia,Semestral,Permisos,179,1,21.0,67647,Baja,68,En Proceso,Bajo
Engie,Linea de Transmision,Atacama,RCA-5567,2013,Ruido,Mensual,Medio Ambiente,266,1,,59663,Media,60,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Coquimbo,RCA-8862,2013,Emisiones Atmosfericas,Anual,Permisos,290,1,17.0,79783,Alta,81,Completado,Medio
Transelec,Subestacion,Biobio,RCA-3296,2014,Flora y Fauna,Mensual,Permisos,159,2,37.0,97133,Alta,65,En Proceso,Medio
Transelec,Subestacion,Los Lagos,RCA-1234,2014,Arqueologia,Semestral,Construccion,73,0,2.0,70279,Media,59,En Proceso,Bajo
Enel,Parque Eolico,Antofagasta,RCA-6202,2017,Ruido,Mensual,Territorio,112,0,28.0,96343,Media,93,Completado,Bajo
Colbun,Linea de Transmision,Coquimbo,RCA-2291,2020,Flora y Fauna,Trimestral,Permisos,39,1,27.0,74355,Alta,42,En Proceso,Medio
CGE,Subestacion,Coquimbo,RCA-5727,2024,Ruido,Trimestral,Territorio,363,1,1.0,77203,Baja,81,Completado,Bajo
Transelec,Subestacion,Atacama,RCA-9720,2020,Emisiones Atmosfericas,Mensual,Territorio,48,1,11.0,54982,Media,35,Pendiente,Medio
Engie,Parque Solar,Los Lagos,RCA-3939,2012,Reforestacion,Mensual,Construccion,147,0,39.0,101416,Media,100,Completado,Bajo
Enel,Central Hidroelectrica,Antofagasta,RCA-6435,2015,Reforestacion,Mensual,Territorio,215,0,18.0,91759,Media,83,Completado,Bajo
CGE,Parque Eolico,Valparaiso,RCA-7981,2021,Ruido,Mensual,Permisos,289,1,27.0,88725,Baja,80,Completado,Bajo
Enel,Subestacion,Valparaiso,RCA-6392,2022,Reforestacion,Mensual,Territorio,10,2,10.0,101671,Media,38,Pendiente,Alto
CGE,Parque Eolico,Metropolitana,RCA-8972,2021,Residuos,Trimestral,Medio Ambiente,222,0,36.0,48767,Alta,82,Completado,Medio
CGE,Linea de Transmision,Coquimbo,RCA-2233,2012,Calidad de Aguas,Semestral,Medio Ambiente,31,1,21.0,76779,Alta,34,Pendiente,Alto
AES Andes,Linea de Transmision,Coquimbo,RCA-3800,2022,Reforestacion,Trimestral,Construccion,231,0,28.0,102718,Baja,66,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-3775,2011,Residuos,Semestral,Permisos,288,2,1.0,74122,Media,62,En Proceso,Bajo
Enel,Subestacion,Biobio,RCA-7044,2017,Emisiones Atmosfericas,Trimestral,Construccion,60,1,14.0,78691,Media,42,En Proceso,Bajo
Enel,Parque Solar,Valparaiso,RCA-4487,2010,Emisiones Atmosfericas,Trimestral,Medio Ambiente,314,3,20.0,77977,Alta,71,En Proceso,Medio
AES Andes,Parque Solar,Metropolitana,RCA-8383,2018,Ruido,Trimestral,Permisos,340,2,,86822,Baja,65,En Proceso,Bajo
Engie,Central Hidroelectrica,Antofagasta,RCA-4850,2020,Reforestacion,Trimestral,Territorio,109,2,27.0,26911,Alta,93,Completado,Medio
Engie,Parque Solar,Coquimbo,RCA-5997,2016,Reforestacion,Trimestral,Permisos,22,2,4.0,77976,Media,14,Pendiente,Alto
Transelec,Parque Solar,Valparaiso,RCA-1890,2021,Reforestacion,Mensual,Operacion,209,1,37.0,84924,Media,77,En Proceso,Bajo
Transelec,Linea de Transmision,Los Lagos,RCA-6920,2019,Arqueologia,Semestral,Permisos,47,0,18.0,84817,Baja,78,En Proceso,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-2188,2022,Flora y Fauna,Semestral,Territorio,93,0,31.0,115005,Alta,62,En Proceso,Medio
AES Andes,Parque Solar,Atacama,RCA-6644,2024,Calidad de Aguas,Mensual,Operacion,78,1,39.0,60378,Alta,51,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-1740,2021,Reforestacion,Semestral,Construccion,161,1,10.0,116195,Baja,94,Completado,Bajo
CGE,Parque Eolico,Metropolitana,RCA-2369,2020,Flora y Fauna,Mensual,Permisos,270,0,9.0,65930,Alta,87,Completado,Medio
Enel,Linea de Transmision,Antofagasta,RCA-3000,2013,Arqueologia,Mensual,Construccion,138,0,28.0,41272,Alta,100,Completado,Medio
Transelec,Linea de Transmision,Atacama,RCA-2471,2012,Emisiones Atmosfericas,Mensual,Permisos,93,0,28.0,112638,Alta,71,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-2536,2015,Calidad de Aguas,Semestral,Medio Ambiente,240,1,13.0,101317,Media,60,En Proceso,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-1318,2018,Residuos,Semestral,Medio Ambiente,136,1,18.0,78402,Media,95,Completado,Bajo
Colbun,Linea de Transmision,Coquimbo,RCA-6153,2024,Emisiones Atmosfericas,Semestral,Territorio,233,1,12.0,60362,Media,89,Completado,Bajo
Engie,Parque Eolico,Biobio,RCA-2894,2018,Emisiones Atmosfericas,Mensual,Medio Ambiente,38,1,8.0,69782,Media,52,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-8991,2013,Ruido,Trimestral,Operacion,87,1,23.0,81385,Media,66,En Proceso,Bajo
Enel,Parque Solar,Coquimbo,RCA-9592,2019,Arqueologia,Semestral,Operacion,136,2,5.0,109691,Media,87,Completado,Bajo
Transelec,Linea de Transmision,Los Lagos,RCA-6935,2014,Ruido,Mensual,Permisos,358,4,7.0,42095,Media,64,En Proceso,Bajo
CGE,Linea de Transmision,Atacama,RCA-1723,2020,Ruido,Trimestral,Construccion,208,0,15.0,69742,Baja,95,Completado,Bajo
Colbun,Subestacion,Biobio,RCA-3329,2022,Flora y Fauna,Mensual,Operacion,291,1,3.0,68416,Media,69,En Proceso,Bajo
CGE,Parque Eolico,Metropolitana,RCA-3770,2018,Emisiones Atmosfericas,Mensual,Permisos,340,2,18.0,62885,Media,64,En Proceso,Bajo
Transelec,Subestacion,Coquimbo,RCA-8545,2025,Arqueologia,Trimestral,Construccion,320,1,180.0,58805,Baja,73,En Proceso,Bajo
Transelec,Parque Eolico,Biobio,RCA-5846,2011,Ruido,Trimestral,Medio Ambiente,262,0,26.0,115180,Alta,83,Completado,Medio
Engie,Linea de Transmision,Los Lagos,RCA-1267,2011,Residuos,Mensual,Permisos,296,1,38.0,54951,Baja,87,Completado,Bajo
Enel,Parque Eolico,Valparaiso,RCA-1569,2014,Calidad de Aguas,Mensual,,129,1,33.0,78368,Alta,80,Completado,Medio
Enel,Linea de Transmision,Los Lagos,RCA-2973,2010,Reforestacion,Mensual,Territorio,155,0,21.0,45502,Media,99,Completado,Bajo
CGE,Parque Solar,Atacama,RCA-9737,2017,Arqueologia,Mensual,Territorio,363,0,17.0,96700,Media,71,En Proceso,Bajo
Colbun,Parque Solar,Antofagasta,RCA-3822,2014,Flora y Fauna,Mensual,Operacion,251,1,2.0,62675,Alta,79,En Proceso,Medio
AES Andes,Central Hidroelectrica,Coquimbo,RCA-5460,2021,Arqueologia,Mensual,Construccion,179,1,25.0,19909,Baja,91,Completado,Bajo
Enel,Subestacion,Atacama,RCA-1270,2019,Emisiones Atmosfericas,Trimestral,Territorio,361,0,19.0,99334,Media,97,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-8641,2011,Flora y Fauna,Trimestral,Operacion,306,0,38.0,61135,Alta,99,Completado,Medio
CGE,Linea de Transmision,Coquimbo,RCA-9930,2021,Calidad de Aguas,Semestral,Permisos,84,2,25.0,107759,Alta,71,En Proceso,Medio
CGE,Parque Eolico,Atacama,RCA-7680,2018,Residuos,Semestral,Permisos,111,4,39.0,102227,Baja,80,Completado,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-2257,2011,Ruido,Mensual,Construccion,304,0,4.0,72218,Baja,76,En Proceso,Bajo
Engie,Parque Eolico,Atacama,RCA-9250,2016,Arqueologia,Mensual,Construccion,309,2,3.0,84903,Media,60,En Proceso,Bajo
Colbun,Linea de Transmision,Biobio,RCA-6370,2017,Flora y Fauna,Semestral,Construccion,348,2,34.0,77365,Alta,87,Completado,Medio
Engie,Subestacion,Los Lagos,RCA-5858,2023,Calidad de Aguas,Mensual,Construccion,62,0,10.0,39974,Media,31,Pendiente,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-9581,2015,Ruido,Mensual,Territorio,95,1,27.0,110584,Media,76,En Proceso,Bajo
Engie,Central Hidroelectrica,Atacama,RCA-9910,2023,Reforestacion,Mensual,Territorio,139,0,26.0,68603,Alta,98,Completado,Medio
Engie,Parque Solar,Metropolitana,RCA-7999,2020,Calidad de Aguas,Trimestral,Operacion,354,0,27.0,75590,Alta,73,En Proceso,Medio
Transelec,Central Hidroelectrica,Coquimbo,RCA-1120,2016,Residuos,Trimestral,Territorio,173,3,1.0,75947,Media,73,En Proceso,Bajo
CGE,Linea de Transmision,Atacama,RCA-7908,2020,Ruido,Anual,,338,1,20.0,69348,Media,77,En Proceso,Bajo
Engie,Parque Solar,Biobio,RCA-3303,2010,Ruido,Semestral,Operacion,126,0,25.0,90990,Baja,99,Completado,Bajo
AES Andes,Parque Solar,Antofagasta,RCA-5861,2013,Reforestacion,Trimestral,Territorio,240,1,10.0,72567,Media,93,Completado,Bajo
Engie,Subestacion,Antofagasta,RCA-3911,2022,Ruido,Mensual,Construccion,80,2,1.0,62175,Media,72,En Proceso,Bajo
Enel,Parque Eolico,Metropolitana,RCA-9991,2016,Flora y Fauna,Mensual,Territorio,313,1,16.0,64638,Alta,60,En Proceso,Medio
CGE,Central Hidroelectrica,Coquimbo,RCA-8236,2025,Ruido,Mensual,Medio Ambiente,27,3,11.0,116566,Alta,41,En Proceso,Alto
Enel,Central Hidroelectrica,Biobio,RCA-6565,2010,Calidad de Aguas,Mensual,Operacion,337,2,4.0,76481,Media,77,En Proceso,Bajo
CGE,Parque Eolico,Atacama,RCA-7531,2022,Flora y Fauna,Mensual,Territorio,77,1,35.0,115622,Alta,77,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-2109,2010,Ruido,Mensual,Territorio,92,2,13.0,51093,Baja,93,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-7929,2020,Calidad de Aguas,Mensual,Permisos,107,0,21.0,58860,Alta,82,Completado,Medio
Engie,Central Hidroelectrica,Biobio,RCA-2250,2015,Calidad de Aguas,Mensual,Construccion,98,2,15.0,62919,Alta,75,En Proceso,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-9177,2013,Arqueologia,Anual,Construccion,320,3,10.0,72946,Baja,78,En Proceso,Bajo
AES Andes,Parque Eolico,Metropolitana,RCA-2649,2012,Calidad de Aguas,Trimestral,Permisos,270,1,38.0,57136,Alta,96,Completado,Medio
Enel,Parque Eolico,Antofagasta,RCA-8351,2021,Reforestacion,Anual,Permisos,257,0,11.0,71792,Baja,65,En Proceso,Bajo
Colbun,Parque Solar,Antofagasta,RCA-6911,2024,Emisiones Atmosfericas,Mensual,Medio Ambiente,362,3,32.0,80031,Alta,83,Completado,Medio
Transelec,Central Hidroelectrica,Metropolitana,RCA-3956,2014,Residuos,Trimestral,Operacion,62,0,33.0,100128,Baja,46,En Proceso,Bajo
Enel,Subestacion,Coquimbo,RCA-6828,2018,Ruido,Mensual,Construccion,13,1,20.0,41426,Baja,47,En Proceso,Medio
Enel,Subestacion,Atacama,RCA-5994,2019,Reforestacion,Mensual,Permisos,17,3,36.0,98223,Baja,15,Pendiente,Alto
Transelec,Linea de Transmision,Coquimbo,RCA-7436,2019,Ruido,Mensual,Permisos,135,2,30.0,93468,Media,98,Completado,Bajo
